Epsilon,CleanAcc,AdvAcc,ASR,LPIPS
0.01568627450980392,0.8684,0.1699,0.8209350529709811,0.00011908540145208164
0.03137254901960784,0.8445,0.3297,0.6336293664890468,0.0005334548083357984
0.047058823529411764,0.8156,0.2563,0.7167729279058362,0.0012182900947341813
